              Procedure           Image            Address        Calls Instructions
MagickInitializeCommandInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e97f820            1            8
MagickDestroyCommandInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e97f810            1            2
        GMCommandSingle /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e97f0d0            1          164
          MagickCommand /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e97df50            1          158
LiberateArgumentList.part.7 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e97a900            1           45
            frame_dummy /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e976530            1            4
  __do_global_dtors_aux /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9764f0            1           12
     register_tm_clones /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9764a0            1           13
   deregister_tm_clones /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e976460            1            8
                 _start /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e976430            1           11
                   main /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e976420            1            1
   png_set_write_fn@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973f60            1            1
             fwrite@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973f50           18           18
 png_get_libpng_ver@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973eb0            1            1
             ferror@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973ea0            3            3
pthread_setspecific@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973dd0            1            1
       png_get_text@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973cc0            1            1
png_create_info_struct@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973cb0            3            3
png_set_interlace_handling@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973c50            2            2
omp_get_max_threads@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973c10            4            4
       png_get_bKGD@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973be0            1            1
             access@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973bb0            4            4
       png_set_IHDR@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973b60            1            1
              times@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973b00            4            4
 omp_get_thread_num@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973ad0         1795         1795
      png_get_valid@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973a90           11           11
png_set_user_limits@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9739d0            1            1
       png_set_oFFs@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973990            1            1
       png_read_row@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973910          365          365
       png_set_bKGD@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9738e0            1            1
png_create_write_struct_2@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9738c0            1            1
              fread@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973890           14           14
 pthread_mutex_init@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973880           35           35
 pthread_mutex_lock@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973840         1075         1075
 png_get_header_ver@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973810            1            1
  omp_get_num_procs@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9737f0            1            1
            _setjmp@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9737e0            2            2
       png_get_IHDR@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9737c0            1            1
png_set_keep_unknown_chunks@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973790            3            3
          getrlimit@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973750            2            2
pthread_getspecific@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973720            1            1
png_set_compression_level@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9736e0            1            1
pthread_mutexattr_init@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9736b0           35           35
 pthread_key_delete@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973660            1            1
png_create_read_struct_2@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973640            1            1
png_set_check_for_invalid_index@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973630            1            1
          sigaction@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973500           10           10
        sigemptyset@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9734f0           10           10
             ftello@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973490            1            1
             getenv@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973460           18           18
       png_get_tRNS@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973440            1            1
              fopen@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973410            7            7
             fflush@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973400            2            2
pthread_mutex_destroy@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9733f0           35           35
omp_set_num_threads@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973330            2            2
            strrchr@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9732f0            5            5
      __ctype_b_loc@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973290           35           35
 png_set_longjmp_fn@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973270            2            2
           __fxstat@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9731f0            7            7
             fileno@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9731a0            7            7
      png_write_end@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973160            1            1
 png_set_crc_action@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973120            1            1
             fclose@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9730e0            3            3
png_set_compression_mem_level@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9730c0            1            1
     png_get_io_ptr@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973070           25           25
             strcpy@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973040            2            2
      clock_gettime@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e973010            4            4
       png_read_end@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972fd0            1            1
          setlocale@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972fc0            2            2
       __strcpy_chk@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972f60            1            1
             memcpy@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972eb0          126          126
    __vsnprintf_chk@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972e90           21           21
      png_read_info@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972e30            1            1
             strtod@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972d90            8            8
png_destroy_write_struct@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972d40            1            1
pthread_mutex_unlock@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972d10         1075         1075
              crc32@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972c50            1            1
            sysconf@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972b60            6            6
     png_set_filter@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972b30            1            1
png_set_benign_errors@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972aa0            2            2
 pthread_key_create@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972a80            1            1
     png_write_info@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972a20            1            1
             fseeko@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972a10            3            3
png_destroy_read_struct@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9729d0            1            1
    png_set_packing@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972990            1            1
             memset@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972910           10           10
    png_set_read_fn@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9728c0            1            1
       png_get_gAMA@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972880            2            2
      png_write_row@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972870          100          100
     posix_memalign@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972840          182          182
             memcmp@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972700           18           18
pthread_mutexattr_destroy@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9726f0           35           35
             strlen@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9726d0           74           74
        zlibVersion@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9724f0            2            2
  png_set_sig_bytes@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972460            1            1
png_set_read_user_chunk_fn@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9723f0            1            1
   png_get_rowbytes@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972360            1            1
               ceil@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972340            4            4
__ctype_toupper_loc@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9722e0           15           15
png_set_compression_buffer_size@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9722c0            1            1
   __errno_location@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972210           13           13
png_read_update_info@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972200            1            1
            setvbuf@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9721d0            3            3
       png_get_sRGB@plt /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9721a0            2            2
                  _init /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e972168            1            6
